,filename,predictedCategory,actualCategory
420,CDH Inc Federal Form Consolidated pdf txt,tax,tax
421,CDH Limited Partner Limited Partnership Moving Average Form pdf txt,tax,tax
422,CDH Inc Current Account Chartered Accountant Form pdf txt,tax,tax
423,Eze Group Current Account Chartered Accountant Form pdf txt,intellectual property,tax
424,Eze Group Form pdf txt,intellectual property,tax
425,CDH LLC Limited Liability Company Current Account Chartered Accountant Form pdf txt,tax,tax
426,CDH Limited Partner Limited Partnership Form Information Technology pdf txt,tax,tax
427,CDH Inc Form pdf txt,tax,tax
428,CDH Gross Profit Inc Federal Form pdf txt,tax,tax
429,CDH Inc Moving Average Form pdf txt,tax,tax
430,Real Tick Promotional Activity[citation needed] Form RCT pdf txt,tax,tax
431,CDH Gross Profit INC Current Account Chartered Accountant Form SIGNED pdf txt,tax,tax
432,CDH Limited Partner Limited Partnership Promotional Activity[citation needed] Form Promotional Activity[citation needed] NRC pdf txt,tax,tax
433,CDH Inc Form pdf txt,tax,tax
434,Eze Group pdf txt,tax,tax
435,CDH Limited Partner Limited Partnership Form pdf txt,intellectual property,tax
436,Eze LLC Limited Liability Company Form pdf txt,tax,tax
437,Information Technology for ECTS pdf txt,tax,tax
438,CDH Inc NYC Form NYC pdf txt,tax,tax
439,CDH Gross Profit Inc Moving Average Form pdf txt,tax,tax
440,Eze Group Form pdf txt,tax,tax
441,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
442,Eze Group Form pdf txt,tax,tax
443,CDH Limited Partner Limited Partnership Current Account Chartered Accountant Form pdf txt,tax,tax
444,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
445,Eze Group pdf txt,tax,tax
446,ECTS Form pdf txt,corporate,tax
447,CDH Limited Partner Limited Partnership NYC Form NYC pdf txt,tax,tax
448,Eze Group Promotional Activity[citation needed] Form pdf txt,intellectual property,tax
449,Eze Group Moving Average Form pdf txt,tax,tax
450,CDH Limited Partner Limited Partnership Current Account Chartered Accountant Form pdf txt,tax,tax
451,CDH Limited Partner Limited Partnership Form Information Technology pdf txt,tax,tax
452,CDH Limited Partner Limited Partnership Current Account Chartered Accountant Form pdf txt,regulatory,tax
453,Eze Group Form Information Technology pdf txt,intellectual property,tax
454,Eze Group Form CBT pdf txt,intellectual property,tax
455,Eze Group Form pdf txt,intellectual property,tax
456,Eze Group Form pdf txt,intellectual property,tax
457,CDH Inc Form pdf txt,tax,tax
458,Eze Group Federal Package pdf txt,tax,tax
459,CDH Inc NYC Form NYC AMENDED pdf txt,tax,tax
460,Eze LLC Limited Liability Company Form Information Technology pdf txt,intellectual property,tax
461,Eze Inc Promotional Activity[citation needed] Form Promotional Activity[citation needed] RCT pdf txt,tax,tax
462,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
463,Eze Group Financial leverage Form pdf txt,intellectual property,tax
464,SMLLC Signature Pages pdf txt,tax,tax
465,Eze Group NYC Form pdf txt,intellectual property,tax
466,Eze Inc Federal Proforma NOT FILE lnk txt,corporate,tax
467,CDH Inc Moving Average Form AMENDED Shortcut lnk txt,corporate,tax
468,CDH Limited Partner Limited Partnership Form Information Technology pdf txt,tax,tax
469,CDH Limited Partner Limited Partnership Financial leverage Form Financial leverage pdf txt,intellectual property,tax
470,Eze LLC Limited Liability Company Federal Proforma NOT FILE pdf txt,tax,tax
471,Eze Inc Certificate Origin Form pdf txt,tax,tax
472,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
473,ECTS Current Account Chartered Accountant Form pdf txt,tax,tax
474,Eze Group pdf txt,tax,tax
475,Eze Group Form pdf txt,intellectual property,tax
476,CDH Limited Partner Limited Partnership Federal Form pdf txt,tax,tax
477,CDH Limited Partner Limited Partnership Moving Average Form NRCR pdf txt,tax,tax
478,DRAFT Eze Inc Federal Proforma pdf txt,tax,tax
479,CDH Inc Federal Letter pdf txt,tax,tax
480,CDH LLC Limited Liability Company Form Information Technology pdf txt,intellectual property,tax
481,Eze Group Form pdf txt,tax,tax
482,CDH Limited Partner Limited Partnership Moving Average Form pdf txt,tax,tax
483,CDH Limited Partner Limited Partnership Form pdf txt,intellectual property,tax
484,Real Tick Form Information Technology pdf txt,tax,tax
485,Eze Inc Financial leverage Form pdf txt,tax,tax
486,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
487,CDH Limited Partner Limited Partnership Promotional Activity[citation needed] Form Promotional Activity[citation needed] Promotional Activity[citation needed] pdf txt,tax,tax
488,Eze LLC Limited Liability Company Promotional Activity[citation needed] Form RCT pdf txt,tax,tax
489,Real Tick Current Account Chartered Accountant Form pdf txt,tax,tax
490,Eze Group Form pdf txt,intellectual property,tax
491,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
492,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
493,Eze Inc Form pdf txt,tax,tax
494,CDH Limited Partner Limited Partnership Form Form FILING pdf txt,tax,tax
495,CDH Limited Partner Limited Partnership Form Information Technology pdf txt,tax,tax
496,DRAFT CDH INC Federal Proforma pdf txt,tax,tax
497,Eze LLC Limited Liability Company Current Account Chartered Accountant Form pdf txt,intellectual property,tax
498,Eze Group Form Information Technology pdf txt,intellectual property,tax
499,Eze Inc Form CBT pdf txt,tax,tax
500,CDH Limited Partner Limited Partnership Application file Group Return pdf txt,tax,tax
501,CDH Limited Partner Limited Partnership Promotional Activity[citation needed] Form Promotional Activity[citation needed] Promotional Activity[citation needed] pdf txt,tax,tax
502,Eze Group Federal Form pdf txt,tax,tax
503,Eze Group Federal Letter pdf txt,tax,tax
504,CDH Inc Form pdf txt,tax,tax
505,Eze Inc Form pdf txt,tax,tax
506,Real Tick Federal Pro Forma NOT FILE pdf txt,tax,tax
507,DRAFT CDH INC Elims Federal Proforma pdf txt,tax,tax
508,EZE SOFTWARE GROUP Certificate Origin Form pdf txt,tax,tax
509,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
510,CDH Limited Partner Limited Partnership Financial leverage Form Financial leverage pdf txt,intellectual property,tax
511,EZE SOFTWARE GROUP Form pdf txt,tax,tax
512,Eze Group Form Information Technology FINAL pdf txt,tax,tax
513,CDH Limited Partner Limited Partnership Moving Average Form PTE Withholding Tax Return pdf txt,tax,tax
514,EZE SOFTWARE GROUP Form pdf txt,tax,tax
515,EZE SOFTWARE GROUP Current Account Chartered Accountant Form pdf txt,tax,tax
516,CDH Limited Partner Limited Partnership Form pdf txt,intellectual property,tax
517,CDH Gross Profit INC Current Account Chartered Accountant Form SIGNED pdf txt,tax,tax
518,CDH Limited Partner Limited Partnership Promotional Activity[citation needed] Form PAS pdf txt,tax,tax
519,CDH LLC Limited Liability Company Current Account Chartered Accountant Form pdf txt,tax,tax
520,Real Tick Form Information Technology FINAL pdf txt,tax,tax
521,CDH Limited Partner Limited Partnership Moving Average Form pdf txt,tax,tax
522,CDH Limited Partner Limited Partnership Federal Form pdf txt,tax,tax
523,CDH INC Form pdf txt,tax,tax
524,CDH Gross Profit INC Moving Average Form pdf txt,tax,tax
525,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
526,Eze Group Federal Package pdf txt,tax,tax
527,EZE SOFTWARE GROUP NYC Form NYC pdf txt,intellectual property,tax
528,CDH INC Form pdf txt,tax,tax
529,CDH Limited Partner Limited Partnership Form pdf txt,intellectual property,tax
530,CDH Limited Partner Limited Partnership Current Account Chartered Accountant Form pdf txt,tax,tax
531,CDH Limited Partner Limited Partnership NYC Form pdf txt,tax,tax
532,EZE SOFTWARE GROUP Form pdf txt,tax,tax
533,EZE SOFTWARE GROUP Financial leverage Form pdf txt,intellectual property,tax
534,EZE INC Form pdf txt,tax,tax
535,EZE INC Federal Proforma NOT FOR FILING pdf txt,tax,tax
536,EZE LLC Limited Liability Company Current Account Chartered Accountant Form pdf txt,intellectual property,tax
537,CDH Limited Partner Limited Partnership Promotional Activity[citation needed] Form Promotional Activity[citation needed] pdf txt,tax,tax
538,CDH Limited Partner Limited Partnership Form Information Technology pdf txt,tax,tax
539,CDH Limited Partner Limited Partnership Federal Form pdf txt,tax,tax
540,EZE SOFTWARE GROUP Form Information Technology pdf txt,intellectual property,tax
541,EZE SOFTWARE GROUP Federal pdf txt,tax,tax
542,EZE SOFTWARE GROUP Form pdf txt,intellectual property,tax
543,EZE SOFTWARE GROUP Form pdf txt,tax,tax
544,CDH INC Current Account Chartered Accountant Form pdf txt,tax,tax
545,EZE INC Form CBT pdf txt,tax,tax
546,EZE SOFTWARE GROUP PART pdf txt,intellectual property,tax
547,Eze LLC Limited Liability Company Form Information Technology FINAL pdf txt,tax,tax
548,EZE INC Form pdf txt,tax,tax
549,CDH Limited Partner Limited Partnership Form PART pdf txt,intellectual property,tax
550,EZE SOFTWARE GROUP Form pdf txt,tax,tax
551,EZE INC Financial leverage Form pdf txt,tax,tax
552,CDH LLC Limited Liability Company Form Information Technology FINAL pdf txt,tax,tax
553,Eze Group Federal Package pdf txt,tax,tax
554,CDH INC Form pdf txt,tax,tax
555,CDH INC Form pdf txt,tax,tax
556,CDH Limited Partner Limited Partnership Form Information Technology pdf txt,tax,tax
557,CDH Gross Profit INC Federal Form pdf txt,tax,tax
558,REALTICK Current Account Chartered Accountant Form pdf txt,tax,tax
559,CDH Limited Partner Limited Partnership Federal Form pdf txt,tax,tax
560,EZE SOFTWARE GROUP Federal Form pdf txt,tax,tax
561,EZE SOFTWARE GROUP Form pdf txt,tax,tax
562,EZE INC Certificate Origin Form pdf txt,tax,tax
563,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
564,CDH Inc Moving Average Form AMENDED pdf txt,tax,tax
565,EZE SOFTWARE GROUP Form pdf txt,intellectual property,tax
566,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
567,CDH Limited Partner Limited Partnership Moving Average Form pdf txt,tax,tax
568,CDH Limited Partner Limited Partnership Form pdf txt,tax,tax
569,CDH INC Federal Form pdf txt,tax,tax
570,CDH INC NYC Form NYC pdf txt,tax,tax
571,EZE SOFTWARE GROUP Moving Average Form pdf txt,tax,tax
572,CDH Limited Partner Limited Partnership Form pdf txt,intellectual property,tax
573,CDH Limited Partner Limited Partnership Federal Form pdf txt,tax,tax
574,Summary Property Taxes Paid pdf txt,tax,tax
575,Capital Account Rollforwards Partnerships Summary xlsx txt,tax,tax
576,quarters the accounting year pdf txt,tax,tax
577,quarters the accounting year pdf txt,tax,tax
578,quarters the accounting year pdf txt,tax,tax
579,quarters the accounting year pdf txt,tax,tax
580,Fed Depreciation Form FINAL xlsx txt,sales and marketing,tax
581,Empty Folder txt txt,technical and it,tax
582,Description Contractor Use docx txt,human resources,tax
583,Independent Contractors Data xlsx txt,technical and it,tax
584,Step Calculation FINAL xlsx txt,intellectual property,tax
585,Eze Software Group Federal Tax Workbook FINAL xlsx txt,regulatory,tax
586,DPAD Footnote FINAL xlsx txt,tax,tax
587,Tax Amortization xlsx txt,tax,tax
588,Brazil Form Confirmation pdf txt,tax,tax
589,ECTS IRS Internal Revenue Service Entity Classification Approval pdf txt,tax,tax
590,KPMG pptx txt,regulatory,financial
591,KPMG pptx txt,insurance,financial
592,Eze Audit Results pptx txt,regulatory,financial
593,Waived adjustments pdf txt,financial,financial
594,Audit Results pdf txt,tax,financial
595,Waived adjustments pdf txt,tax,financial
596,Self Insured Liabilities xlsx txt,insurance,financial
597,Self Insured Liabilities Medical Spend Analysis March xlsx txt,financial,financial
598,Functional Currencies Memo docx txt,financial,financial
599,accounts receivable Reserve Policy Memo FINAL docx txt,financial,financial
600,IDS Internal Audit Memo docx txt,technical and it,financial
601,Accounting policy Equity appreciation rights GAAP Generally Accepted Accounting Principles IFRS docx txt,human resources,financial
602,Eze Soft Transfer Pricing Memo FINAL pdf txt,intellectual property,financial
603,accounts receivable Reserve Revised Policy Full Memo docx txt,financial,financial
604,Pre ASU Consolidation Memo FINAL docx txt,financial,financial
605,ARO Policy Memo Final docx txt,financial,financial
606,Professional services Revenue Cost Memo docx txt,financial,financial
607,Client conference sponorship revenue accounting treatment docx txt,sales and marketing,financial
608,Recruiting placement fees docx txt,human resources,financial
609,India Transfer Pricing Invoice Process FINAL pdf txt,regulatory,financial
610,Going Concern Assessment Memo Fiscal year Financial year issuance date v FINAL docx txt,financial,financial
611,Prepaids Process Notes docx txt,human resources,financial
612,Tax Consolidations Analysis Memo Aug FINAL docx txt,tax,financial
613,Investment policy JPM money market funds docx txt,regulatory,financial
614,Marketing related Travel and Entertainment expense Misclassifications Threshold Policy docx txt,regulatory,financial
615,Saa S ERP Enterprise Resource Planning Implementation Cost Capitalization docx txt,technical and it,financial
616,accounts receivable Reserve Policy Memo Full version Final docx txt,financial,financial
617,Eze Soft Transfer Pricing Memo FINAL pdf txt,tax,financial
618,profit interest accounting memo final docx txt,human resources,financial
619,Rule Exemption Report Memo docx txt,regulatory,financial
620,Useful Lives India Memo FINAL docx txt,financial,financial
621,Property plant and equipment Capitalization Policy eff docx txt,financial,financial
622,ECTS Monthly Dividend Quarterly FOCUS Process Doc pdf txt,tax,financial
623,accounts receivable Reserve Policy Memo FINAL docx txt,financial,financial
624,Artwork Investment Memo docx txt,financial,financial
625,Holiday party accounting treatment memo June docx txt,financial,financial
626,Eze Cost Memo DRAFT clean pdf pdf txt,financial,financial
627,Revenue Matrix DRAFT xlsx txt,sales and marketing,financial
628,EMS European Monetary System Appendix DRAFT clean pdf pdf txt,intellectual property,financial
629,ASC Scoping and Testing Memo docx txt,tax,financial
630,Impairment Memo FINAL docx txt,financial,financial
631,CGU carrying amount calculation xlsx txt,regulatory,financial
632,Impairment Memo Addendum docx txt,financial,financial
633,Tax Audit Fees Accounting Policy Change docx txt,tax,financial
634,OOP Medical pdf txt,human resources,financial
635,Internally Developed Software xls txt,technical and it,financial
636,Internally Developed Software xls txt,technical and it,financial
637,Top Ten Fixed Asset Vendors xlsx txt,sales and marketing,financial
638,Headcount xlsx txt,sales and marketing,financial
639,Team pdf txt,tax,financial
640,NYSE New York Stock Exchange ENTITLEMENT REVIEW CLOSING AGMT pdf txt,regulatory,financial
641,Loss contingency memo quarters the accounting year pdf txt,financial,financial
642,Legal contingency memo quarters the accounting year pdf txt,financial,financial
643,Vendor aging Mar pdf txt,intellectual property,financial
644,Vendor aging Dec pdf txt,intellectual property,financial
645,Vendor aging Dec pdf txt,intellectual property,financial
646,Vendor aging Mar pdf txt,intellectual property,financial
647,Vendor aging Dec pdf txt,intellectual property,financial
648,Vendor aging Mar pdf txt,intellectual property,financial
649,Vendor aging Mar pdf txt,regulatory,financial
650,Vendor aging Dec pdf txt,intellectual property,financial
651,Vendor aging Dec pdf txt,regulatory,financial
652,Vendor aging Dec pdf txt,intellectual property,financial
653,Vendor aging Mar pdf txt,intellectual property,financial
654,Accrued Tech Dec xlsx txt,sales and marketing,financial
655,Accrued Vacation March pdf txt,regulatory,financial
656,Accrued Salaries Dec pdf txt,tax,financial
657,Accrued Tech Dec xlsx txt,regulatory,financial
